Year;Month;DayofMonth;DayOfWeek;Carrier;OriginAirportID;OriginAirportName;OriginCity;OriginState;DestAirportID;DestAirportName;DestCity;DestState;CRSDepTime;DepDelay;DepDel15;CRSArrTime;ArrDelay;ArrDel15;Cancelled
2013;8;24;6;B6;15304;Tampa International;Tampa;FL;12953;LaGuardia;New York;NY;1122;-3;False;1403;-7;False;False
2013;5;19;7;AA;15304;Tampa International;Tampa;FL;13303;Miami International;Miami;FL;1320;-2;False;1425;-10;False;False
2013;4;23;2;B6;15304;Tampa International;Tampa;FL;12953;LaGuardia;New York;NY;1020;49;True;1251;76;True;False
2013;5;16;4;WN;15304;Tampa International;Tampa;FL;13232;Chicago Midway International;Chicago;IL;810;8;False;950;-1;False;False
2013;5;21;2;AA;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1210;2;False;1455;3;False;False
2013;5;10;5;F9;15304;Tampa International;Tampa;FL;11292;Denver International;Denver;CO;846;-5;False;1035;3;False;False
2013;10;9;3;WN;15304;Tampa International;Tampa;FL;14122;Pittsburgh International;Pittsburgh;PA;1010;-2;False;1225;0;False;False
2013;5;15;3;DL;15304;Tampa International;Tampa;FL;11433;Detroit Metro Wayne County;Detroit;MI;1414;-4;False;1652;-8;False;False
2013;8;20;2;B6;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;828;-4;False;1109;-7;False;False
2013;6;8;6;WN;15304;Tampa International;Tampa;FL;10792;Buffalo Niagara International;Buffalo;NY;2040;-2;False;2315;-15;False;False
2013;7;8;1;DL;15304;Tampa International;Tampa;FL;11433;Detroit Metro Wayne County;Detroit;MI;1400;3;False;1647;52;True;False
2013;9;9;1;AA;15304;Tampa International;Tampa;FL;13303;Miami International;Miami;FL;1735;-8;False;1850;-13;False;False
2013;4;18;4;UA;15304;Tampa International;Tampa;FL;12264;Washington Dulles International;Washington;DC;644;-8;False;902;-14;False;False
2013;8;27;2;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1330;5;False;1511;2;False;False
2013;8;6;2;B6;15304;Tampa International;Tampa;FL;14843;Luis Munoz Marin International;San Juan;PR;1600;155;True;1901;151;True;False
2013;4;13;6;WN;15304;Tampa International;Tampa;FL;14730;Louisville International-Standiford Field;Louisville;KY;755;-4;False;1000;-20;False;False
2013;8;1;4;WN;15304;Tampa International;Tampa;FL;14307;Theodore Francis Green State;Providence;RI;2105;-5;False;2355;-12;False;False
2013;4;11;4;DL;15304;Tampa International;Tampa;FL;11433;Detroit Metro Wayne County;Detroit;MI;1600;19;True;1846;21;True;False
2013;4;11;4;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1715;6;False;1857;14;False;False
2013;6;13;4;US;15304;Tampa International;Tampa;FL;11278;Ronald Reagan Washington National;Washington;DC;1159;0;False;1408;34;True;False
2013;7;5;5;WN;15304;Tampa International;Tampa;FL;10821;Baltimore/Washington International Thurgood Marshall;Baltimore;MD;640;-5;False;900;-18;False;False
2013;8;22;4;WN;15304;Tampa International;Tampa;FL;10693;Nashville International;Nashville;TN;1450;9;False;1535;0;False;False
2013;4;21;7;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1150;21;True;1328;23;True;False
2013;4;4;4;AA;15304;Tampa International;Tampa;FL;11298;Dallas/Fort Worth International;Dallas/Fort Worth;TX;945;-1;False;1130;-2;False;False
2013;8;14;3;WN;15304;Tampa International;Tampa;FL;12889;McCarran International;Las Vegas;NV;1325;22;True;1510;20;True;False
2013;4;29;1;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;805;-2;False;934;13;False;False
2013;10;9;3;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1830;6;False;2003;20;True;False
2013;7;8;1;UA;15304;Tampa International;Tampa;FL;11042;Cleveland-Hopkins International;Cleveland;OH;1033;5;False;1259;2;False;False
2013;9;9;1;WN;15304;Tampa International;Tampa;FL;10529;Bradley International;Hartford;CT;1835;-4;False;2120;8;False;False
2013;7;29;1;UA;15304;Tampa International;Tampa;FL;12264;Washington Dulles International;Washington;DC;1334;-4;False;1600;-13;False;False
2013;10;5;6;WN;15304;Tampa International;Tampa;FL;13232;Chicago Midway International;Chicago;IL;1240;1;False;1415;-3;False;False
2013;4;9;2;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;2009;-4;False;2139;-9;False;False
2013;4;10;3;WN;15304;Tampa International;Tampa;FL;14100;Philadelphia International;Philadelphia;PA;2125;18;True;2350;46;True;False
2013;4;18;4;FL;15304;Tampa International;Tampa;FL;13232;Chicago Midway International;Chicago;IL;800;114;True;940;180;True;False
2013;8;20;2;WN;15304;Tampa International;Tampa;FL;10792;Buffalo Niagara International;Buffalo;NY;1155;13;False;1435;6;False;False
2013;5;13;1;AA;15304;Tampa International;Tampa;FL;13930;Chicago O'Hare International;Chicago;IL;1635;-7;False;1830;-11;False;False
2013;8;10;6;WN;15304;Tampa International;Tampa;FL;12191;William P Hobby;Houston;TX;1750;5;False;1910;-17;False;False
2013;8;8;4;FL;15304;Tampa International;Tampa;FL;10821;Baltimore/Washington International Thurgood Marshall;Baltimore;MD;1718;16;True;1940;11;False;False
2013;7;24;3;DL;15304;Tampa International;Tampa;FL;12953;LaGuardia;New York;NY;1135;24;True;1422;42;True;False
2013;7;9;2;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;830;-5;False;1013;-1;False;False
2013;6;4;2;B6;15304;Tampa International;Tampa;FL;10721;Logan International;Boston;MA;2040;-8;False;2339;-22;False;False
2013;6;23;7;AA;15304;Tampa International;Tampa;FL;13930;Chicago O'Hare International;Chicago;IL;815;-6;False;1000;-6;False;False
2013;8;7;3;WN;15304;Tampa International;Tampa;FL;14843;Luis Munoz Marin International;San Juan;PR;1655;2;False;1950;28;True;False
2013;5;25;6;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1100;11;False;1229;10;False;False
2013;10;24;4;US;15304;Tampa International;Tampa;FL;14100;Philadelphia International;Philadelphia;PA;1409;-7;False;1638;-34;False;False
2013;10;3;4;WN;15304;Tampa International;Tampa;FL;10821;Baltimore/Washington International Thurgood Marshall;Baltimore;MD;1500;13;False;1715;5;False;False
2013;5;12;7;WN;15304;Tampa International;Tampa;FL;13198;Kansas City International;Kansas City;MO;1040;16;True;1235;12;False;False
2013;7;11;4;UA;15304;Tampa International;Tampa;FL;11292;Denver International;Denver;CO;823;-1;False;1014;-11;False;False
2013;7;5;5;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;2015;-9;False;2140;15;True;False
2013;7;8;1;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1905;58;True;2047;50;True;False
2013;10;3;4;B6;15304;Tampa International;Tampa;FL;10721;Logan International;Boston;MA;1115;-6;False;1407;-14;False;False
2013;8;18;7;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1715;47;True;1856;41;True;False
2013;9;3;2;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;804;0;False;922;-18;False;False
2013;5;1;3;WN;15304;Tampa International;Tampa;FL;12191;William P Hobby;Houston;TX;645;-3;False;805;-15;False;False
2013;9;14;6;UA;15304;Tampa International;Tampa;FL;12264;Washington Dulles International;Washington;DC;1337;-14;False;1550;-19;False;False
2013;9;5;4;AA;15304;Tampa International;Tampa;FL;13303;Miami International;Miami;FL;700;-1;False;800;0;False;False
2013;8;6;2;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1330;-2;False;1510;11;False;False
2013;7;20;6;WN;15304;Tampa International;Tampa;FL;15016;Lambert-St. Louis International;St. Louis;MO;1655;-5;False;1815;-20;False;False
2013;8;5;1;WN;15304;Tampa International;Tampa;FL;14107;Phoenix Sky Harbor International;Phoenix;AZ;1915;8;False;2025;0;False;False
2013;10;1;2;WN;15304;Tampa International;Tampa;FL;10529;Bradley International;Hartford;CT;1045;-1;False;1325;8;False;False
2013;5;18;6;UA;15304;Tampa International;Tampa;FL;12264;Washington Dulles International;Washington;DC;642;1;False;901;-7;False;False
2013;10;24;4;B6;15304;Tampa International;Tampa;FL;12953;LaGuardia;New York;NY;1845;57;True;2123;36;True;False
2013;10;10;4;UA;15304;Tampa International;Tampa;FL;11618;Newark Liberty International;Newark;NJ;1111;14;False;1353;33;True;False
2013;10;22;2;B6;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1020;-1;False;1250;-5;False;False
2013;5;28;2;WN;15304;Tampa International;Tampa;FL;12191;William P Hobby;Houston;TX;1330;5;False;1445;0;False;False
2013;7;27;6;WN;15304;Tampa International;Tampa;FL;12191;William P Hobby;Houston;TX;740;11;False;850;9;False;False
2013;4;17;3;WN;15304;Tampa International;Tampa;FL;10529;Bradley International;Hartford;CT;2040;-5;False;2330;-16;False;False
2013;8;11;7;WN;15304;Tampa International;Tampa;FL;12339;Indianapolis International;Indianapolis;IN;1150;0;False;1400;-3;False;False
2013;9;15;7;WN;15304;Tampa International;Tampa;FL;10821;Baltimore/Washington International Thurgood Marshall;Baltimore;MD;640;-4;False;900;-15;False;False
2013;8;3;6;EV;15304;Tampa International;Tampa;FL;14492;Raleigh-Durham International;Raleigh/Durham;NC;1255;34;True;1454;26;True;False
2013;9;3;2;WN;15304;Tampa International;Tampa;FL;13495;Louis Armstrong New Orleans International;New Orleans;LA;740;66;True;810;60;True;False
2013;10;31;4;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1220;-5;False;1351;-16;False;False
2013;8;5;1;UA;15304;Tampa International;Tampa;FL;11618;Newark Liberty International;Newark;NJ;600;-7;False;850;-30;False;False
2013;4;25;4;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;510;-4;False;648;4;False;False
2013;8;22;4;US;15304;Tampa International;Tampa;FL;14100;Philadelphia International;Philadelphia;PA;1925;87;True;2158;102;True;False
2013;8;2;5;UA;15304;Tampa International;Tampa;FL;12264;Washington Dulles International;Washington;DC;1334;-1;False;1600;-2;False;False
2013;5;5;7;UA;15304;Tampa International;Tampa;FL;13930;Chicago O'Hare International;Chicago;IL;1025;0;False;1215;-3;False;False
2013;8;18;7;WN;15304;Tampa International;Tampa;FL;14307;Theodore Francis Green State;Providence;RI;1705;43;True;1950;43;True;False
2013;4;17;3;B6;15304;Tampa International;Tampa;FL;10721;Logan International;Boston;MA;1440;-1;False;1744;-16;False;False
2013;5;13;1;B6;15304;Tampa International;Tampa;FL;11278;Ronald Reagan Washington National;Washington;DC;1345;-6;False;1601;-18;False;False
2013;4;27;6;B6;15304;Tampa International;Tampa;FL;10721;Logan International;Boston;MA;1200;-10;False;1457;-19;False;False
2013;9;16;1;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;1523;-10;False;1642;-6;False;False
2013;5;2;4;FL;15304;Tampa International;Tampa;FL;12339;Indianapolis International;Indianapolis;IN;1755;41;True;2007;36;True;False
2013;5;22;3;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;1200;47;True;1326;43;True;False
2013;10;16;3;WN;15304;Tampa International;Tampa;FL;11697;Fort Lauderdale-Hollywood International;Fort Lauderdale;FL;1335;7;False;1435;-4;False;False
2013;10;24;4;UA;15304;Tampa International;Tampa;FL;11618;Newark Liberty International;Newark;NJ;1940;-8;False;2229;-35;False;False
2013;5;6;1;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1219;-1;False;1355;-5;False;False
2013;4;17;3;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1150;-5;False;1328;1;False;False
2013;10;30;3;F9;15304;Tampa International;Tampa;FL;11292;Denver International;Denver;CO;925;-4;False;1124;-2;False;False
2013;6;21;5;US;15304;Tampa International;Tampa;FL;11278;Ronald Reagan Washington National;Washington;DC;1159;-1;False;1408;9;False;False
2013;6;24;1;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;615;11;False;744;10;False;False
2013;5;16;4;FL;15304;Tampa International;Tampa;FL;11066;Port Columbus International;Columbus;OH;1810;16;True;2020;14;False;False
2013;4;3;3;F9;15304;Tampa International;Tampa;FL;11292;Denver International;Denver;CO;831;-10;False;1035;-33;False;False
2013;9;23;1;WN;15304;Tampa International;Tampa;FL;14122;Pittsburgh International;Pittsburgh;PA;1140;-2;False;1355;-3;False;False
2013;7;31;3;WN;15304;Tampa International;Tampa;FL;10821;Baltimore/Washington International Thurgood Marshall;Baltimore;MD;640;1;False;900;-3;False;False
2013;8;10;6;UA;15304;Tampa International;Tampa;FL;11618;Newark Liberty International;Newark;NJ;625;-2;False;915;-14;False;False
2013;9;3;2;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1858;-3;False;2026;2;False;False
2013;9;16;1;DL;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1539;4;False;1824;13;False;False
2013;8;14;3;DL;15304;Tampa International;Tampa;FL;12953;LaGuardia;New York;NY;1850;-4;False;2138;-8;False;False
2013;8;4;7;DL;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1543;-3;False;1831;17;True;False
2013;6;19;3;UA;15304;Tampa International;Tampa;FL;11618;Newark Liberty International;Newark;NJ;1412;6;False;1705;-26;False;False
2013;4;9;2;WN;15304;Tampa International;Tampa;FL;11066;Port Columbus International;Columbus;OH;1810;0;False;2025;-10;False;False
2013;9;20;5;US;15304;Tampa International;Tampa;FL;14100;Philadelphia International;Philadelphia;PA;1205;5;False;1435;0;False;False
2013;9;25;3;B6;15304;Tampa International;Tampa;FL;14843;Luis Munoz Marin International;San Juan;PR;1614;-6;False;1909;-2;False;False
2013;10;31;4;MQ;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1825;-6;False;2105;16;True;False
2013;5;6;1;DL;15304;Tampa International;Tampa;FL;13487;Minneapolis-St Paul International;Minneapolis;MN;820;224;True;1045;204;True;False
2013;5;14;2;B6;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;600;-6;False;839;4;False;False
2013;4;27;6;WN;15304;Tampa International;Tampa;FL;10423;Austin - Bergstrom International;Austin;TX;820;-6;False;1000;-13;False;False
2013;10;19;6;DL;15304;Tampa International;Tampa;FL;12953;LaGuardia;New York;NY;1230;-6;False;1508;-24;False;False
2013;4;18;4;B6;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1840;-5;False;2129;30;True;False
2013;4;12;5;AA;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1210;5;False;1455;-9;False;False
2013;10;23;3;AA;15304;Tampa International;Tampa;FL;13303;Miami International;Miami;FL;950;-2;False;1050;-4;False;False
2013;5;24;5;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1445;-5;False;1617;13;False;False
2013;10;23;3;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;515;-5;False;649;-8;False;False
2013;7;24;3;FL;15304;Tampa International;Tampa;FL;11066;Port Columbus International;Columbus;OH;1726;-4;False;1936;-8;False;False
2013;8;23;5;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1411;-5;False;1537;12;False;False
2013;10;24;4;WN;15304;Tampa International;Tampa;FL;10423;Austin - Bergstrom International;Austin;TX;1110;15;True;1250;12;False;False
2013;4;11;4;B6;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;600;-9;False;836;-13;False;False
2013;7;3;3;DL;15304;Tampa International;Tampa;FL;12953;LaGuardia;New York;NY;1850;85;True;2138;84;True;False
2013;7;30;2;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;625;2;False;753;3;False;False
2013;7;8;1;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1443;-5;False;1612;-7;False;False
2013;5;7;2;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1905;-2;False;2025;16;True;False
2013;10;13;7;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1715;-2;False;1848;-9;False;False
2013;5;31;5;B6;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;600;3;False;839;5;False;False
2013;6;27;4;WN;15304;Tampa International;Tampa;FL;12339;Indianapolis International;Indianapolis;IN;1535;12;False;1755;6;False;False
2013;8;11;7;WN;15304;Tampa International;Tampa;FL;10792;Buffalo Niagara International;Buffalo;NY;1155;-1;False;1435;-13;False;False
2013;6;29;6;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1905;-12;False;2048;-14;False;False
2013;10;28;1;WN;15304;Tampa International;Tampa;FL;14100;Philadelphia International;Philadelphia;PA;1535;6;False;1805;-3;False;False
2013;8;27;2;DL;15304;Tampa International;Tampa;FL;12953;LaGuardia;New York;NY;700;-8;False;945;-3;False;False
2013;9;13;5;AA;15304;Tampa International;Tampa;FL;13303;Miami International;Miami;FL;1445;-4;False;1550;-4;False;False
2013;10;26;6;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;830;1;False;1010;-1;False;False
2013;4;12;5;WN;15304;Tampa International;Tampa;FL;13232;Chicago Midway International;Chicago;IL;730;0;False;915;-13;False;False
2013;7;12;5;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;705;-9;False;816;-20;False;False
2013;10;18;5;B6;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1455;-2;False;1729;5;False;False
2013;10;10;4;AA;15304;Tampa International;Tampa;FL;13930;Chicago O'Hare International;Chicago;IL;840;0;False;1025;-6;False;False
2013;9;30;1;WN;15304;Tampa International;Tampa;FL;14730;Louisville International-Standiford Field;Louisville;KY;905;-2;False;1105;-7;False;False
2013;9;7;6;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1600;-5;False;1726;-12;False;False
2013;8;14;3;WN;15304;Tampa International;Tampa;FL;11292;Denver International;Denver;CO;1700;67;True;1845;72;True;False
2013;9;6;5;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;1142;5;False;1300;9;False;False
2013;10;25;5;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;600;-2;False;726;-9;False;False
2013;10;23;3;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1715;-2;False;1848;-4;False;False
2013;6;1;6;B6;15304;Tampa International;Tampa;FL;10721;Logan International;Boston;MA;959;-8;False;1259;0;False;False
2013;10;26;6;F9;15304;Tampa International;Tampa;FL;11292;Denver International;Denver;CO;1805;-1;False;1959;-11;False;False
2013;8;9;5;B6;15304;Tampa International;Tampa;FL;12953;LaGuardia;New York;NY;1904;116;True;2150;120;True;False
2013;6;25;2;US;15304;Tampa International;Tampa;FL;14100;Philadelphia International;Philadelphia;PA;1410;0;False;1646;80;True;False
2013;6;13;4;WN;15304;Tampa International;Tampa;FL;13495;Louis Armstrong New Orleans International;New Orleans;LA;655;-3;False;725;-10;False;False
2013;7;6;6;WN;15304;Tampa International;Tampa;FL;11292;Denver International;Denver;CO;1625;1;False;1815;-7;False;False
2013;7;18;4;FL;15304;Tampa International;Tampa;FL;14122;Pittsburgh International;Pittsburgh;PA;1730;-11;False;1950;-20;False;False
2013;8;21;3;B6;15304;Tampa International;Tampa;FL;14843;Luis Munoz Marin International;San Juan;PR;1600;21;True;1901;57;True;False
2013;10;22;2;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;600;-4;False;727;-10;False;False
2013;8;19;1;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1330;-3;False;1510;-8;False;False
2013;8;2;5;US;15304;Tampa International;Tampa;FL;11278;Ronald Reagan Washington National;Washington;DC;1913;-8;False;2125;-14;False;False
2013;10;3;4;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;830;2;False;1004;3;False;False
2013;8;22;4;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1330;7;False;1511;2;False;False
2013;8;24;6;WN;15304;Tampa International;Tampa;FL;15016;Lambert-St. Louis International;St. Louis;MO;1055;0;False;1215;-3;False;False
2013;9;24;2;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;615;-4;False;743;-11;False;False
2013;4;6;6;WN;15304;Tampa International;Tampa;FL;13232;Chicago Midway International;Chicago;IL;600;0;False;750;-11;False;False
2013;10;7;1;DL;15304;Tampa International;Tampa;FL;12892;Los Angeles International;Los Angeles;CA;700;-4;False;910;-17;False;False
2013;10;19;6;UA;15304;Tampa International;Tampa;FL;11618;Newark Liberty International;Newark;NJ;703;-5;False;942;-20;False;False
2013;7;21;7;WN;15304;Tampa International;Tampa;FL;10693;Nashville International;Nashville;TN;1420;44;True;1510;35;True;False
2013;5;17;5;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;2015;-5;False;2140;-16;False;False
2013;7;8;1;WN;15304;Tampa International;Tampa;FL;12191;William P Hobby;Houston;TX;1825;23;True;1935;22;True;False
2013;7;26;5;AA;15304;Tampa International;Tampa;FL;13930;Chicago O'Hare International;Chicago;IL;1645;-1;False;1830;-5;False;False
2013;5;27;1;WN;15304;Tampa International;Tampa;FL;15016;Lambert-St. Louis International;St. Louis;MO;1515;28;True;1645;37;True;False
2013;8;23;5;FL;15304;Tampa International;Tampa;FL;12339;Indianapolis International;Indianapolis;IN;1835;29;True;2050;19;True;False
2013;10;14;1;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;1129;-4;False;1248;-10;False;False
2013;7;18;4;WN;15304;Tampa International;Tampa;FL;11697;Fort Lauderdale-Hollywood International;Fort Lauderdale;FL;1100;1;False;1200;-8;False;False
2013;9;19;4;B6;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1020;-2;False;1250;4;False;False
2013;10;16;3;DL;15304;Tampa International;Tampa;FL;11433;Detroit Metro Wayne County;Detroit;MI;1400;-4;False;1638;-5;False;False
2013;7;11;4;AA;15304;Tampa International;Tampa;FL;11298;Dallas/Fort Worth International;Dallas/Fort Worth;TX;1135;55;True;1320;41;True;False
2013;6;18;2;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1715;80;True;1855;70;True;False
2013;7;7;7;US;15304;Tampa International;Tampa;FL;14100;Philadelphia International;Philadelphia;PA;605;-2;False;833;-5;False;False
2013;6;3;1;FL;15304;Tampa International;Tampa;FL;12191;William P Hobby;Houston;TX;1718;12;False;1833;8;False;False
2013;9;1;7;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1517;-3;False;1645;70;True;False
2013;9;5;4;WN;15304;Tampa International;Tampa;FL;10792;Buffalo Niagara International;Buffalo;NY;1155;-4;False;1435;-2;False;False
2013;5;17;5;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1700;14;False;1829;8;False;False
2013;10;21;1;B6;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1020;-2;False;1250;-13;False;False
2013;7;17;3;B6;15304;Tampa International;Tampa;FL;12953;LaGuardia;New York;NY;1125;-11;False;1406;-25;False;False
2013;7;30;2;WN;15304;Tampa International;Tampa;FL;12191;William P Hobby;Houston;TX;1825;0;False;1935;-6;False;False
2013;6;8;6;WN;15304;Tampa International;Tampa;FL;11697;Fort Lauderdale-Hollywood International;Fort Lauderdale;FL;1320;2;False;1420;-3;False;False
2013;4;5;5;WN;15304;Tampa International;Tampa;FL;11292;Denver International;Denver;CO;1825;-1;False;2020;-4;False;False
2013;7;26;5;AA;15304;Tampa International;Tampa;FL;13303;Miami International;Miami;FL;930;-7;False;1035;18;True;False
2013;6;25;2;WN;15304;Tampa International;Tampa;FL;14492;Raleigh-Durham International;Raleigh/Durham;NC;715;0;;900;0;True;True
2013;8;5;1;B6;15304;Tampa International;Tampa;FL;10721;Logan International;Boston;MA;1540;11;False;1843;11;False;False
2013;5;19;7;FL;15304;Tampa International;Tampa;FL;14100;Philadelphia International;Philadelphia;PA;1515;214;True;1750;204;True;False
